GeneID	Symbol	LogFoldChange	P-Value
1104	RCC1	0,0363	0,49
1105	CHD1	0,2608	0,000074
1106	CHD2	0,1431	0,00000022
1107	CHD3	-0,3066	0,000000084
1108	CHD4	0,0487	0,01
1109	AKR1C4	-0,0069	0,83
1111	CHEK1	-0,0228	0,23
1112	FOXN3	0,1392	0,000000067
1113	CHGA	-0,2181	0,0033
1114	CHGB	-0,2073	0,0000011
1116	CHI3L1	0,7028	0,0013
1117	CHI3L2	0,6313	0,0018
1118	CHIT1	0,0291	0,52
1119	CHKA	0,1703	0,0000063
1120	CHKB	0,0371	0,35
1121	CHM	-0,1952	0,00000042
1122	CHML	-0,0755	0,054
1124	CHN2	-0,1107	0,00045
1128	CHRM1	-0,9211	0,0000000056
1129	CHRM2	-0,0606	0,31
1130	LYST	0,0008	0,16
1132	CHRM4	-0,1678	0,00025
1133	CHRM5	-0,0149	0,81
1134	CHRNA1	-0,02	0,2
1135	CHRNA2	0,0071	0,86
1136	CHRNA3	-0,0552	0,055
1137	CHRNA4	-0,0079	0,17
1138	CHRNA5	-0,068	0,2
1139	CHRNA7	-0,0299	0,39
1140	CHRNB1	-0,0043	0,93
1141	CHRNB2	-0,057	0,0000027
1142	CHRNB3	-0,0077	0,21
1143	CHRNB4	-0,0164	0,51
1144	CHRND	0,0053	0,89
1145	CHRNE	-0,0193	0,67
1146	CHRNG	0,0888	0,0036
1147	CHUK	0,0352	0,51
1149	CIDEA	-0,2274	0,0000005
1152	CKB	-0,1208	0,026
1153	CIRBP	0,0143	0,000041
1154	CISH	0,0089	0,23
1155	TBCB	0,0624	0,23
1158	CKM	-0,052	0,22
1159	CKMT1B	-0,8862	0,000000000065
1160	CKMT2	0,0285	0,45
1161	ERCC8	0,0042	0,89
1163	CKS1B	-0,0261	0,62
1164	CKS2	-0,0058	0,92
1173	AP2M1	-0,2901	0,00084
1174	AP1S1	-0,5362	0,00000015
1175	AP2S1	-0,1819	0,0014
1176	AP3S1	-0,2807	0,0000000039
1178	CLC	-0,0866	0,000032
1179	CLCA1	-0,033	0,48
1180	CLCN1	0,0234	0,71
1181	CLCN2	0,0509	0,089
1182	CLCN3	-0,0474	0,09
1183	CLCN4	-0,2771	0,000049
1184	CLCN5	0,0276	0,037
1185	CLCN6	0,0256	0,48
1186	CLCN7	0,0539	0,0000046
1187	CLCNKA	-0,0491	0,33
1188	CLCNKB	-0,0551	0,15
1191	CLU	0,5379	0,000000057
1192	CLIC1	0,4146	0,000000029
1193	CLIC2	0,0032	0,94
1195	CLK1	0,5263	0,000009
1196	CLK2	0,1419	0,00000056
1198	CLK3	0,0796	0,13
1200	TPP1	0,059	0,000007
1201	CLN3	0,0694	0,023
1203	CLN5	0,1683	0,00032
1207	CLNS1A	0,1785	0,00014
1208	CLPS	-0,0048	0,89
1209	CLPTM1	-0,3241	0,00000042
1211	CLTA	-0,0379	0,061
1212	CLTB	-0,2035	0,000055
1213	CLTC	-0,1097	0,000084
1215	CMA1	-0,0216	0,57
1230	CCR1	0,1097	0,014
1231	CCR2	-0,0337	0,1
1232	CCR3	-0,0391	0,42
1233	CCR4	0,0297	0,56
1234	CCR5	-0,0323	0,51
1235	CCR6	-0,0095	0,61
1236	CCR7	-0,0572	0,3
1237	CCR8	-0,0022	0,96
1238	CCBP2	0,0276	0,59
1240	CMKLR1	0,0295	0,12
1241	LTB4R	-0,0126	0,44
1244	ABCC2	0,005	0,91
1258	CNGB1	-0,0127	0,064
1259	CNGA1	-0,0013	0,97
1261	CNGA3	0,0059	0,9
1263	PLK3	0,0011	0,42
1264	CNN1	0,0283	0,58
1265	CNN2	-0,0336	0,047
1266	CNN3	0,3658	0,018
1267	CNP	0,1299	0,2
1268	CNR1	-0,6383	0,000000000012
1269	CNR2	0,0032	0,95
1270	CNTF	-0,0254	0,51
1271	CNTFR	-0,0358	0,59
1272	CNTN1	-0,1941	0,0014
1277	COL1A1	0,0483	0,024
1278	COL1A2	0,1504	0,00022
1280	COL2A1	0,014	0,65
1281	COL3A1	-0,0266	0,0068
1282	COL4A1	0,0545	0,47
1284	COL4A2	0,2233	0,0044
1285	COL4A3	0,0511	0,0001
1286	COL4A4	0,0697	0,015
1287	COL4A5	0,1493	0,00011
1288	COL4A6	0,0384	0,002
1289	COL5A1	0,1445	0,00089
1290	COL5A2	0,065	0,069
1291	COL6A1	0,0726	0,00000088
1292	COL6A2	0,2724	0,0000046
1293	COL6A3	0,1174	0,0024
1294	COL7A1	0,0571	0,14
1295	COL8A1	-0,0004	0,13
1296	COL8A2	0,0689	0,011
1297	COL9A1	-0,0274	0,52
1298	COL9A2	0,0963	0,00044
1299	COL9A3	0,0206	0,85
1300	COL10A1	-0,0156	0,45
1301	COL11A1	0,0012	0,0033
1302	COL11A2	-0,0143	0,71
1303	COL12A1	-0,0275	0,0064
1305	COL13A1	0,0231	0,18
1306	COL15A1	0,0167	0,6
1307	COL16A1	0,2628	0,0034
1308	COL17A1	-0,2928	0,000003
1310	COL19A1	-0,0146	0,54
1311	COMP	0,0158	0,67
1312	COMT	0,1203	0,00024
1314	COPA	-0,0839	0,0034
1315	COPB1	0,0493	0,000019
1316	KLF6	0,2133	0,00000049
1317	SLC31A1	0,0414	0,024
1318	SLC31A2	0,1139	0,28
1325	CORT	-0,2192	0,00013
1326	MAP3K8	0,0876	0,00059
1327	COX4I1	-0,2488	0,000000002
1329	COX5B	-0,1849	0,0001
1337	COX6A1	-0,1692	0,0000000023
1338	COX6A1P	-0,129	0,0039
1339	COX6A2	0,0573	0,22
1340	COX6B1	-0,1098	0,054
1343	COX6BP3	-0,0526	0,045
1345	COX6C	-0,357	0,000012
1346	COX7A1	0,1231	0,087
1347	COX7A2	-0,165	0,000042
1348	COX7AP2	-0,2851	0,0000000093
1349	COX7B	-0,241	0,001
1350	COX7C	-0,3103	0,00000091
1351	COX8A	-0,1334	0,0037
1352	COX10	-0,0721	0,036
1353	COX11	-0,2234	0,000011
1355	COX15	0,1451	0,00000063
1356	CP	0,6047	0,0000098
1357	CPA1	0,0111	0,6
1358	CPA2	0,082	0,071
1359	CPA3	-0,0013	0,97
1360	CPB1	0,0471	0,34
1361	CPB2	-0,0391	0,24
1362	CPD	-0,0671	0,022
1363	CPE	0,0154	0,035
1364	CLDN4	0,0118	0,68
1365	CLDN3	0,044	0,35
1366	CLDN7	-0,0193	0,58
1368	CPM	0,1363	0,0000087
1369	CPN1	-0,0187	0,64
1370	CPN2	-0,1109	0,029
1371	CPOX	0,1419	0,064
1373	CPS1	0,0585	0,052
1374	CPT1A	0,0742	0,0006
1375	CPT1B	0,0552	0,088
1376	CPT2	0,1322	0,000027
1378	CR1	0,0544	0,0026
1379	CR1L	-0,0491	0,071
1380	CR2	0,0255	0,33
1381	CRABP1	-0,1774	0,078
1382	CRABP2	-0,1109	0,024
1384	CRAT	0,1137	0,0000075
1385	CREB1	0,024	0,0000094
1386	ATF2	-0,0807	0,0013
1387	CREBBP	0,0926	0,000014
1388	CREBL1	-0,0203	0,21
1389	CREBL2	-0,2139	0,000000063
1390	CREM	-0,1264	0,0007
1392	CRH	-0,1618	0,0011
1393	CRHBP	-0,0733	0,18
1394	CRHR1	0,0095	0,14
1395	CRHR2	-0,0089	0,58
1396	CRIP1	0,2887	0,0032
1397	CRIP2	0,0097	0,91
1398	CRK	-0,0372	0,32
1399	CRKL	0,0989	0,00066
1400	CRMP1	-0,2865	0,00000014
1401	CRP	0,0082	0,23
1404	HAPLN1	-0,0485	0,023
1406	CRX	-0,0239	0,43
1407	CRY1	0,1156	0,1
1408	CRY2	-0,1123	0,008
1409	CRYAA	-0,0156	0,5
1410	CRYAB	0,4629	0,00004
1411	CRYBA1	-0,0046	0,87
1412	CRYBA2	-0,0283	0,54
1413	CRYBA4	-0,0071	0,85
1414	CRYBB1	-0,0432	0,37
1415	CRYBB2	-0,0025	0,2
1416	CRYBB2P1	-0,0045	0,89
1417	CRYBB3	0,0303	0,56
1418	CRYGA	-0,0159	0,69
1419	CRYGB	-0,0404	0,23
1420	CRYGC	-0,0852	0,13
1421	CRYGD	-0,0366	0,39
1427	CRYGS	0,1034	0,0063
1428	CRYM	-1,3135	0,000000011
1429	CRYZ	0,2122	0,006
1431	CS	-0,1155	0,0027
1432	MAPK14	-0,0472	0,035
1434	CSE1L	0,0014	0,053
1435	CSF1	0,0726	0,00000076
1436	CSF1R	0,3834	0,00041
1437	CSF2	0,0351	0,16
1438	CSF2RA	-0,0175	0,11
1439	CSF2RB	0,0842	0,089
1440	CSF3	0,007	0,88
1441	CSF3R	0,0733	0,077
1442	CSH1	0,0238	0,095
1443	CSH2	0,0127	0,46
1444	CSHL1	-0,0182	0,12
1445	CSK	0,1604	0,00033
1446	CSN1S1	-0,0151	0,51
1447	CSN2	-0,0118	0,75
1448	CSN3	0,0198	0,67
1452	CSNK1A1	-0,0258	0,11
1453	CSNK1D	0,0146	0,076
1454	CSNK1E	0,0974	0,00049
1455	CSNK1G2	-0,0357	0,26
1456	CSNK1G3	-0,132	0,00053
1457	CSNK2A1	-0,0815	0,000067
1459	CSNK2A2	-0,0012	0,16
1460	CSNK2B	-0,0497	0,13
1462	VCAN	0,8736	0,00000000000022
1463	NCAN	-0,6772	0,00000016
1464	CSPG4	0,1125	0,000024
1465	CSRP1	0,6085	0,000000000012
1466	CSRP2	1,0803	0,0000000005
1468	SLC25A10	0,0192	0,66
1469	CST1	0,0058	0,89
1470	CST2	-0,0179	0,65
1471	CST3	0,004	0,1
1472	CST4	0,0763	0,02
1473	CST5	-0,0245	0,55
1474	CST6	0,0032	0,88
1475	CSTA	0,1972	0,0039
1476	CSTB	0,1364	0,021
1477	CSTF1	-0,031	0,06
1478	CSTF2	-0,0158	0,11
1479	CSTF3	0,0131	0,047
1482	NKX2-5	0,0523	0,17
1485	CTAG1B	0,0017	0,56
1486	CTBS	0,1452	0,00071
1487	CTBP1	-0,0779	0,011
1488	CTBP2	0,4474	0,000000000098
1489	CTF1	0,0476	0,34
1490	CTGF	0,3524	0,025
1491	CTH	0,0899	0,000024
1493	CTLA4	0,0055	0,74
1495	CTNNA1	0,0904	0,029
1496	CTNNA2	0,0253	0,76
1497	CTNS	0,1342	0,0000025
1498	CTNNAP1	0,0225	0,36
1499	CTNNB1	0,3052	0,00002
1500	CTNND1	0,1917	0,000031
1501	CTNND2	0,3894	0,00000022
1503	CTPS	-0,186	0,00049
1504	CTRB1	-0,0309	0,19
1506	CTRL	-0,0491	0,32
1508	CTSB	0,0125	0,39
1509	CTSD	0,0833	0,00093
1510	CTSE	0,0265	0,46
1511	CTSG	0,016	0,64
1512	CTSH	0,6249	0,0000021
1513	CTSK	0,0458	0,2
1514	CTSL1	0,1752	0,00013
1515	CTSL2	-0,006	0,87
1519	CTSO	0,1114	0,14
1520	CTSS	0,1106	0,0029
1521	CTSW	-0,0062	0,87
1522	CTSZ	0,087	0,0014
1523	CUX1	0,1526	0,000000013
1524	CX3CR1	0,1367	0,48
1525	CXADR	-0,1599	0,069
1527	TEX28	0,0339	0,44
1528	CYB5A	0,0949	0,09
1532	CYB5P4	0,0244	0,19
1534	CYB561	-0,1457	0,0000087
1535	CYBA	0,1428	0,000048
1536	CYBB	0,0281	0,075
1537	CYC1	-0,2088	0,0022
1538	CYLC1	-0,0191	0,069
1539	CYLC2	0,0361	0,19
1540	CYLD	-0,1403	0,00000003
1543	CYP1A1	-0,0131	0,76
1544	CYP1A2	0,0426	0,26
1545	CYP1B1	0,1484	0,0016
1548	CYP2A6	0,0244	0,27
1549	CYP2A7	0,0069	0,9
1550	CYP2A7P1	0,0043	0,46
1551	CYP3A7	-0,0096	0,35
1553	CYP2A13	-0,0915	0,093
1555	CYP2B6	0,0338	0,022
1556	CYP2B7P1	0,0527	0,18
1557	CYP2C19	-0,0091	0,78
1558	CYP2C8	-0,0015	0,96
1559	CYP2C9	-0,0219	0,31
1562	CYP2C18	-0,0338	0,36
1565	CYP2D6	0,0006	0,21
1571	CYP2E1	-0,0554	0,04
1572	CYP2F1	-0,0143	0,67
1573	CYP2J2	0,4673	0,0000000016
1576	CYP3A4	0,0138	0,0057
1577	CYP3A5	0,0041	0,89
1579	CYP4A11	-0,0221	0,35
1580	CYP4B1	-0,0119	0,69
1581	CYP7A1	-0,0004	0,98
1582	CYP8B1	-0,0446	0,26
1583	CYP11A1	0,1685	0,00055
1585	CYP11B2	-0,0535	0,4
1586	CYP17A1	0,0334	0,5
1587	ADAM3A	0,0009	0,57
1588	CYP19A1	0,0225	0,13
1589	CYP21A2	0,0246	0,42
1591	CYP24A1	-0,0059	0,8
1592	CYP26A1	0,0072	0,86
1593	CYP27A1	0,2715	0,00000079
1594	CYP27B1	0,0024	0,94
1595	CYP51A1	0,0119	0,88
1596	ADAM3B	0,0217	0,3
1600	DAB1	-0,0306	0,19
1601	DAB2	0,03	0,03
1602	DACH1	-0,8217	0,000000000025
1603	DAD1	0,1485	0,039
1604	CD55	0,1782	0,057
1605	DAG1	0,2583	0,000000000013
1606	DGKA	-0,1603	0,000019
1607	DGKB	-1,5256	0,000000000000009
1608	DGKG	0,0416	0,046
1609	DGKQ	-0,0013	0,97
1610	DAO	0,0236	0,6
1611	DAP	0,0362	0,4
1612	DAPK1	-0,4236	0,0000091
1613	DAPK3	0,008	0,53
1615	DARS	0,01	0,7
1616	DAXX	0,0833	0,0015
1617	DAZ1	-0,0242	0,092
1618	DAZL	-0,0416	0,084
1620	DBC1	-0,4466	0,0000000084
1621	DBH	0,0378	0,43
1622	DBI	0,4858	0,00000021
1627	DBN1	-0,3088	0,000000017
1628	DBP	-0,0991	0,0000016
1629	DBT	0,0338	0,000000024
1630	DCC	-0,0955	0,0029
1632	DCI	0,3429	0,0000000051
1633	DCK	-0,3645	0,0000019
1634	DCN	0,1329	0,0016
1635	DCTD	0,0809	0,00086
1636	ACE	-0,2039	0,000001
1638	DCT	-0,0279	0,0026
1639	DCTN1	-0,3194	0,000014
1641	DCX	-0,5017	0,000000072
1642	DDB1	0,0869	0,045
1643	DDB2	0,1449	0,0023
1644	DDC	-0,1501	0,00000026
1645	AKR1C1	0,428	0,00000045
1646	AKR1C2	0,205	0,0000027
1647	GADD45A	-0,153	0,38
1649	DDIT3	-0,0901	0,072
1650	DDOST	-0,1264	0,026
1652	DDT	-0,094	0,13
1653	DDX1	-0,1819	0,012
1654	DDX3X	0,0824	0,00017
1655	DDX5	0,1756	0,033
1656	DDX6	0,0421	0,42
1657	DMXL1	0,1038	0,00027
1659	DHX8	-0,0203	0,011
1660	DHX9	0,0178	0,011
1662	DDX10	-0,1588	0,00024
1663	DDX11	0,0875	0,013
1665	DHX15	0,0206	0,015
1666	DECR1	0,019	0,57
1667	DEFA1	-0,0353	0,29
1669	DEFA4	-0,0191	0,6
1670	DEFA5	0,0156	0,52
1671	DEFA6	0,0441	0,15
1672	DEFB1	0,0157	0,71
1673	DEFB4	0,0006	0,99
1674	DES	0,0582	0,016
1675	CFD	-0,0372	0,38
1676	DFFA	0,0115	0,066
1677	DFFB	-0,0451	0,43
1678	TIMM8A	-0,0142	0,0084
1687	DFNA5	0,1664	0,0063
1690	COCH	-1,709	0,0000000037
1716	DGUOK	-0,094	0,0000089
1717	DHCR7	0,211	0,00004
1718	DHCR24	-0,1024	0,37
1719	DHFR	0,1339	0,000097
1720	LOC1720	-0,0244	0,18
1723	DHODH	0,0669	0,0071
1725	DHPS	-0,2023	0,0000078
1727	CYB5R3	0,139	0,0000078
1728	NQO1	-0,1522	0,00047
1729	DIAPH1	-0,0925	0,00017
1730	DIAPH2	-0,6069	0,000000000016
1731	SEPT1	-0,074	0,022
1733	DIO1	0,0404	0,014
1734	DIO2	-0,1614	0,000000088
1735	DIO3	-0,02	0,62
1736	DKC1	0,0747	0,0057
1737	DLAT	-0,4092	0,0000024
1738	DLD	-0,331	0,0000044
1739	DLG1	0,0012	0,000049
1740	DLG2	-0,5312	0,000000095
1741	DLG3	-0,2311	0,0000019
1742	DLG4	-0,4535	0,0000000059
1744	DLSTP	0,0747	0,17
1745	DLX1	0,0656	0,36
1746	DLX2	0,0043	0,046
1747	DLX3	0,0163	0,59
1748	DLX4	-0,0396	0,19
1749	DLX5	-0,1801	0,00015
1750	DLX6	-0,3981	0,0000000000017
1755	DMBT1	-0,0093	0,82
1756	DMD	0,1065	0,0072
1757	SARDH	-0,0158	0,033
1758	DMP1	-0,0279	0,39
1759	DNM1	-0,4774	0,000000099
1760	DMPK	0,0394	0,09
1761	DMRT1	-0,007	0,8
1762	DMWD	0,0366	0,09
1763	DNA2L	0,0236	0,51
1767	DNAH5	0,1638	0,0005
1769	DNAH8	-0,0083	0,55
1770	DNAH9	0,1622	0,0016
1773	DNASE1	0,0563	0,018
1774	DNASE1L1	0,0264	0,52
1775	DNASE1L2	-0,0308	0,55
1776	DNASE1L3	-0,0064	0,89
1777	DNASE2	0,1348	0,0033
1778	DYNC1H1	-0,0424	0,14
1780	DYNC1I1	-0,8331	0,000000011
1781	DYNC1I2	0,0903	0,17
1783	DYNC1LI2	0,2563	0,00000019
1785	DNM2	0,1078	0,0000035
1786	DNMT1	0,061	0,27
1787	TRDMT1	-0,0038	0,24
1788	DNMT3A	-0,0303	0,14
1789	DNMT3B	0,0579	0,024
1793	DOCK1	0,0783	0,0012
1794	DOCK2	0,08	0,095
1795	DOCK3	-0,7091	0,0000000036
1796	DOK1	0,1356	0,000057
1797	DOM3Z	-0,0333	0,064
1798	DPAGT1	0,0516	0,19
1800	DPEP1	0,028	0,48
1801	DPH1	-0,0672	0,000013
1802	DPH2	-0,053	0,1
1803	DPP4	0,0042	0,15
1804	DPP6	-0,6924	0,00000000035
1805	DPT	-0,0081	0,25
1806	DPYD	0,3515	0,0002
1807	DPYS	-0,0579	0,13
1808	DPYSL2	0,2579	0,00031
1809	DPYSL3	0,5692	0,00000000045
1810	DR1	-0,0656	0,016
1811	SLC26A3	-0,0078	0,68
1812	DRD1	-1,4345	0,00000000002
1813	DRD2	-0,5892	0,000000000000074
1814	DRD3	-0,0644	0,0022
1815	DRD4	-0,0292	0,46
1816	DRD5	-0,0298	0,59
1819	DRG2	0,0153	0,34
1820	ARID3A	-0,014	0,57
1821	DRP2	-0,0951	0,09
1822	ATN1	0,0136	0,32
1823	DSC1	0,0064	0,8
1824	DSC2	0,0283	0,085
1825	DSC3	0,0095	0,66
1826	DSCAM	-0,0845	0,018
1827	RCAN1	-0,1019	0,00023
1828	DSG1	-0,0058	0,77
1829	DSG2	0,0361	0,38
1830	DSG3	-0,0274	0,032
1831	TSC22D3	0,0652	0,00058
1832	DSP	0,0736	0,13
1833	EPYC	-0,0037	0,87
1834	DSPP	0,0687	0,14
1836	SLC26A2	0,2849	0,00037
1837	DTNA	0,6185	0,000000000014
1838	DTNB	-0,0766	0,0093
1839	HBEGF	0,0154	0,21
1840	DTX1	0,0518	0,15
1841	DTYMK	0,11	0,017
1842	ECM2	0,5025	0,00033
1843	DUSP1	0,2108	0,0023
1844	DUSP2	-0,192	0,000065
1845	DUSP3	-0,1701	0,0032
1846	DUSP4	-0,0467	0,037
1847	DUSP5	-0,2645	0,0021
1848	DUSP6	-0,3128	0,000011
1849	DUSP7	-0,0738	0,042
1850	DUSP8	-0,3957	0,00000002
1852	DUSP9	-0,035	0,48
1854	DUT	0,0879	0,0009
1855	DVL1	-0,0644	0,32
1856	DVL2	0,1353	0,00000069
1857	DVL3	0,0671	0,0095
1859	DYRK1A	0,0055	0,31
1861	TOR1A	-0,1558	0,0000014
1869	E2F1	0,0545	0,00057
1870	E2F2	0,0267	0,0024
1871	E2F3	-0,1166	0,0024
1874	E2F4	-0,0313	0,34
1875	E2F5	-0,015	0,35
1876	E2F6	0,1224	0,00045
1877	E4F1	0,1396	0,0024
1879	EBF1	-0,0296	0,032
1880	EBI2	0,0935	0,1
1889	ECE1	0,1215	0,000000021
1890	ECGF1	0,2346	0,0012
1891	ECH1	0,1668	0,000017
1892	ECHS1	0,063	0,16
1893	ECM1	0,0529	0,2
1894	ECT2	-0,042	0,2
1896	EDA	0,0237	0,029
1901	EDG1	0,0704	0,19
1902	EDG2	0,3029	0,000045
1903	EDG3	0,185	0,0000088
1906	EDN1	0,1605	0,026
1907	EDN2	-0,0168	0,57
1908	EDN3	-0,0529	0,019
1909	EDNRA	0,0787	0,00088
1910	EDNRB	-0,0108	0,035
1911	PHC1	0,1007	0,00057
1912	PHC2	0,0316	0,036
1915	EEF1A1	-0,0041	0,02
1917	EEF1A2	-1,0251	0,000000016
1933	EEF1B2	-0,2048	0,0089
1936	EEF1D	0,2169	0,0000000000095
1937	EEF1G	-0,0168	0,7
1938	EEF2	-0,0733	0,021
1939	LGTN	0,1641	0,0000035
1942	EFNA1	0,4155	0,0007
1943	EFNA2	-0,0156	0,55
1944	EFNA3	-0,2884	0,0000014
1945	EFNA4	0,0885	0,0005
1946	EFNA5	-0,0208	0,64
1947	EFNB1	-0,0097	0,86
1948	EFNB2	-0,1575	0,000028
1949	EFNB3	-0,2869	0,00000017
1950	EGF	0,0497	0,035
1951	CELSR3	-0,1737	0,0044
1952	CELSR2	-0,1424	0,0044
1953	MEGF6	0,1444	0,00013
1954	MEGF8	-0,0924	0,043
1955	MEGF9	0,1266	0,0053
1956	EGFR	0,0742	0,00014
1958	EGR1	-0,6619	0,000002
1959	EGR2	-0,1848	0,014
1960	EGR3	-1,1232	0,000000000075
1961	EGR4	-0,5474	0,000000029
1962	EHHADH	0,0732	0,0049
1964	EIF1AX	-0,0394	0,00025
1965	EIF2S1	-0,0454	0,021
1967	EIF2B1	-0,0019	0,97
1968	EIF2S3	-0,0384	0,12
1969	EPHA2	0,0858	0,028
1973	EIF4A1	0,0099	0,018
1974	EIF4A2	-0,3531	0,0000000093
1975	EIF4B	-0,0554	0,0058
1977	EIF4E	-0,0709	0,029
1978	EIF4EBP1	0,1003	0,049
1979	EIF4EBP2	0,156	0,00039
1980	EIF4EP1	-0,1147	0,14
1981	EIF4G1	0,1064	0,00002
1982	EIF4G2	0,0616	0,038
1983	EIF5	-0,1014	0,029
1984	EIF5A	-0,207	0,15
1990	ELA1	0,0074	0,0072
1991	ELA2	0,0034	0,92
1992	SERPINB1	0,192	0,0012
1993	ELAVL2	-0,0109	0,002
1994	ELAVL1	-0,1076	0,0000045
1995	ELAVL3	-0,0634	0,32
1996	ELAVL4	-0,0375	0,14
1997	ELF1	0,2433	0,00000026
1998	ELF2	0,157	0,000026
1999	ELF3	-0,0078	0,021
2000	ELF4	0,1062	0,0000000037
2001	ELF5	0,0118	0,14
2002	ELK1	-0,2041	0,0000066
2004	ELK3	0,1843	0,0006
2005	ELK4	-0,0168	0,36
2006	ELN	0,1812	0,00049
2009	EML1	-0,7878	0,000000000024
2010	EMD	0,039	0,4
2011	MARK2	-0,1754	0,000035
2012	EMP1	0,4096	0,0012
2013	EMP2	0,1907	0,000000073
2014	EMP3	0,6191	0,000000033
2015	EMR1	0,006	0,88
2016	EMX1	0,0189	0,58
2017	CTTN	0,1021	0,00000089
2018	EMX2	0,625	0,000025
2019	EN1	0,0308	0,24
2020	EN2	0,0424	0,2
2021	ENDOG	0,0552	0,38
2022	ENG	0,0561	0,02
2023	ENO1	0,0145	0,8
2026	ENO2	-0,6809	0,000000048
2027	ENO3	0,0277	0,037
2028	ENPEP	0,0428	0,13
2029	ENSA	-0,1218	0,000000086
2030	SLC29A1	-0,1745	0,00014
2033	EP300	0,1173	0,0012
2034	EPAS1	-0,0164	0,017
2035	EPB41	-0,1839	0,0000000021
2036	EPB41L1	-0,2362	0,0000000013
2037	EPB41L2	-0,0551	0,00041
2038	EPB42	0,0269	0,52
2039	EPB49	-0,7905	0,000000000003
2040	STOM	0,2443	0,00011
2041	EPHA1	0,0217	0,047
2042	EPHA3	-0,0033	0,41
2043	EPHA4	-0,3601	0,0000017
2044	EPHA5	-0,0337	0,43
2045	EPHA7	-0,1502	0,0000035
2046	EPHA8	-0,0872	0,0084
2047	EPHB1	-0,2996	0,000022
2048	EPHB2	-0,0211	0,16
2049	EPHB3	-0,0102	0,41
2050	EPHB4	0,0333	0,12
2051	EPHB6	-0,9726	0,000000000013
2052	EPHX1	0,4301	0,000052
2053	EPHX2	0,1924	0,0032
2054	STX2	0,1207	0,0013
2055	CLN8	0,0995	0,0025
2056	EPO	0,0597	0,11
2057	EPOR	0,0488	0,00053
2058	EPRS	0,0176	0,015
2059	EPS8	0,4382	0,0000041
2060	EPS15	0,0964	0,0000033
2063	NR2F6	-0,0477	0,049
2064	ERBB2	0,1879	0,000000000015
2065	ERBB3	0,1878	0,00027
2066	ERBB4	-0,0012	0,000047
2067	ERCC1	-0,0334	0,0042
2068	ERCC2	-0,0459	0,29
2069	EREG	-0,0188	0,27
2070	EYA4	0,0737	0,1
2071	ERCC3	-0,0483	0,44
2072	ERCC4	0,0087	0,87
2073	ERCC5	0,1754	0,00026
2074	ERCC6	0,0473	0,13
2077	ERF	0,0086	0,8
2078	ERG	-0,0161	0,037
2079	ERH	0,0379	0,2
2081	ERN1	0,0729	0,0000039
2086	ERV3	0,212	0,00025
2091	FBL	-0,1549	0,000032
2098	ESD	0,1206	0,000000051
2099	ESR1	0,0118	0,11
2100	ESR2	0,0067	0,013
2101	ESRRA	-0,031	0,11
2103	ESRRB	-0,0216	0,54
2104	ESRRG	-0,1437	0,00096
2107	ETF1	0,0233	0,38
2108	ETFA	-0,0837	0,29
2109	ETFB	-0,0978	0,054
2110	ETFDH	0,146	0,00061
2113	ETS1	-0,0054	0,89
2114	ETS2	0,1387	0,0027
2115	ETV1	-0,2774	0,00000015
2117	ETV3	0,024	0,57
2119	ETV5	-0,2123	0,0000022
2120	ETV6	0,0224	0,0091
2121	EVC	0,0101	0,65
2122	EVI1	0,0447	0,0097
2123	EVI2A	0,0751	0,63
2124	EVI2B	0,2339	0,017
2125	EVPL	-0,0006	0,99
2128	EVX1	-0,0049	0,16
2130	EWSR1	0,1125	0,000016
2131	EXT1	0,127	0,0035
2132	EXT2	0,0638	0,099
2134	EXTL1	-0,0475	0,31
2135	EXTL2	-0,5574	0,00000000032
2137	EXTL3	-0,1249	0,000061
2138	EYA1	-0,8114	0,0000000001
2139	EYA2	0,2542	0,000023
2140	EYA3	0,068	0,00015
2145	EZH1	0,0357	0,00000049
2146	EZH2	-0,0062	0,72
2147	F2	-0,0758	0,1
2149	F2R	0,1141	0,0000025
2150	F2RL1	0,0661	0,17
2151	F2RL2	-0,0081	0,21
2152	F3	0,3451	0,038
2153	F5	0,2024	0,00019
2155	F7	-0,0266	0,69
2157	F8	-0,3078	0,000011
2158	F9	-0,0339	0,096
2159	F10	-0,0251	0,66
2160	F11	-0,0354	0,5
2161	F12	-0,6334	0,0000000000019
2162	F13A1	0,0951	0,22
2165	F13B	-0,0317	0,3
2166	FAAH	-0,1727	0,0074
2167	FABP4	-0,0277	0,032
2168	FABP1	-0,0645	0,0065
2169	FABP2	-0,0589	0,29
2170	FABP3	-0,1325	0,001
2171	FABP5	0,7267	0,000091
2172	FABP6	-0,302	0,000014
2173	FABP7	0,107	0,18
2175	FANCA	0,0019	0,092
2176	FANCC	0,0511	0,32
2177	FANCD2	-0,0578	0,035
2178	FANCE	0,0859	0,026
2180	ACSL1	0,2009	0,013
2181	ACSL3	-0,1089	0,00048
2182	ACSL4	-0,1942	0,00049
2184	FAH	0,0845	0,0017
2185	PTK2B	-0,3683	0,0000000098
2186	BPTF	0,1767	0,0000019
2187	FANCB	-0,0503	0,21
2188	FANCF	0,0175	0,031
2189	FANCG	0,0162	0,0017
2191	FAP	0,0215	0,58
2192	FBLN1	0,123	0,0011
2193	FARSA	0,0195	0,59
2194	FASN	-0,1491	0,000021
2195	FAT	0,4329	0,0000012
2196	FAT2	-0,1049	0,0054
2197	FAU	0,0324	0,5
